model,init_strategy,seed,gradient
B7-Glob96,identity,20,-2.5323866576752768e-20
B7-Glob96,identity,21,1.6411085435196926e-22
B7-Glob96,identity,22,-5.97448790171991e-20
B7-Glob96,identity,23,9.766694082279207e-20
B7-Glob96,identity,24,-3.8811655615426324e-23
B7-Glob96,normal,0,-7.442142356085979e-05
B7-Glob96,normal,1,0.0005698217233249608
B7-Glob96,normal,2,0.0007348223842131398
B7-Glob96,normal,3,0.000539661762765935
B7-Glob96,normal,4,-0.0015483592700110092
B7-Glob96,normal,5,-0.0002900826164193546
B7-Glob96,normal,6,6.0341721728112526e-05
B7-Glob96,normal,7,0.00015144225745410722
B7-Glob96,normal,8,-8.891836146069024e-05
B7-Glob96,normal,9,-0.000346473575084198
B7-Glob96,normal,10,6.553353555348663e-05
B7-Glob96,normal,11,0.000707257684989088
B7-Glob96,normal,12,-0.00011246703096789678
B7-Glob96,normal,13,-9.579948754060918e-06
B7-Glob96,normal,14,-9.3720090801791e-05
B7-Glob96,normal,15,-0.00011033948501082816
B7-Glob96,normal,16,-0.00011312274795675941
B7-Glob96,normal,17,-7.386942991364569e-05
B7-Glob96,normal,18,8.529613668418115e-05
B7-Glob96,normal,19,-0.00021115782237357734
B7-Glob96,normal,20,-0.00042439117931625004
B7-Glob96,normal,21,0.00015602466227726091
B7-Glob96,normal,22,-0.0006603034491369985
B7-Glob96,normal,23,-9.349829168602856e-06
B7-Glob96,normal,24,0.00010384397069066476
