model,theta1,theta2,cost
B2-qMPS,2.879793,4.712389,8.970470171487703e-07
B2-qMPS,3.141593,4.712389,1.3565814836540144e-06
B2-qMPS,3.403392,4.712389,1.4939143134968792e-06
B2-qMPS,3.665191,4.712389,1.2450254684600822e-06
B2-qMPS,3.926991,4.712389,7.269708875414482e-07
B2-qMPS,4.18879,4.712389,2.0308505747847588e-07
B2-qMPS,4.45059,4.712389,3.934768893470931e-09
B2-qMPS,4.712389,4.712389,4.257827408324758e-07
B2-qMPS,4.974188,4.712389,1.6346509926938283e-06
B2-qMPS,5.235988,4.712389,3.6028181836790977e-06
B2-qMPS,5.497787,4.712389,6.096062396756651e-06
B2-qMPS,5.759587,4.712389,8.716443235911674e-06
B2-qMPS,6.021386,4.712389,1.099052124027507e-05
B2-qMPS,6.283185,4.712389,1.248063079594955e-05
B2-qMPS,0.0,4.974188,2.2467200867272566e-05
B2-qMPS,0.261799,4.974188,2.2703490952506594e-05
B2-qMPS,0.523599,4.974188,2.081706394401217e-05
B2-qMPS,0.785398,4.974188,1.7197631663146463e-05
B2-qMPS,1.047198,4.974188,1.257716840286145e-05
B2-qMPS,1.308997,4.974188,7.849988068550556e-06
B2-qMPS,1.570796,4.974188,3.856538495167165e-06
B2-qMPS,1.832596,4.974188,1.1872487033316712e-06
B2-qMPS,2.094395,4.974188,5.70087239490479e-08
B2-qMPS,2.356194,4.974188,2.816876056061462e-07
B2-qMPS,2.617994,4.974188,1.3606578894116298e-06
B2-qMPS,2.879793,4.974188,2.6409525637272936e-06
B2-qMPS,3.141593,4.974188,3.5170233550786005e-06
B2-qMPS,3.403392,4.974188,3.610885455129299e-06
B2-qMPS,3.665191,4.974188,2.8831599740746885e-06
B2-qMPS,3.926991,4.974188,1.644595139022338e-06
B2-qMPS,4.18879,4.974188,4.649130610629116e-07
B2-qMPS,4.45059,4.974188,3.9440941713476405e-09
B2-qMPS,4.712389,4.974188,8.114008188612149e-07
B2-qMPS,4.974188,4.974188,3.150538425411449e-06
B2-qMPS,5.235988,4.974188,6.894930894344194e-06
B2-qMPS,5.497787,4.974188,1.152824912860553e-05
B2-qMPS,5.759587,4.974188,1.6249424183042976e-05
B2-qMPS,6.021386,4.974188,2.0157278809930184e-05
B2-qMPS,6.283185,4.974188,2.246720086727241e-05
B2-qMPS,0.0,5.235988,3.3593487146044134e-05
B2-qMPS,0.261799,5.235988,3.359194444800871e-05
B2-qMPS,0.523599,5.235988,3.0474080848549084e-05
B2-qMPS,0.785398,5.235988,2.488212010971551e-05
B2-qMPS,1.047198,5.235988,1.7941272995874296e-05
B2-qMPS,1.308997,5.235988,1.0983667554769429e-05
B2-qMPS,1.570796,5.235988,5.2273660713912974e-06
B2-qMPS,1.832596,5.235988,1.494025256059203e-06
B2-qMPS,2.094395,5.235988,3.785120670397006e-08
B2-qMPS,2.356194,5.235988,5.28333268081163e-07
B2-qMPS,2.617994,5.235988,2.1879180171070064e-06
B2-qMPS,2.879793,5.235988,4.044386708497279e-06
B2-qMPS,3.141593,5.235988,5.227311096728963e-06
B2-qMPS,3.403392,5.235988,5.226702562653898e-06
B2-qMPS,3.665191,5.235988,4.042817485858975e-06
B2-qMPS,3.926991,5.235988,2.186082188134117e-06
B2-qMPS,4.18879,5.235988,5.27157992778339e-07
B2-qMPS,4.45059,5.235988,3.8218629435588636e-08
B2-qMPS,4.712389,5.235988,1.4964974798711283e-06
B2-qMPS,4.974188,5.235988,5.231989527313213e-06
B2-qMPS,5.235988,5.235988,1.0989912252924032e-05
B2-qMPS,5.497787,5.235988,1.7948126228104502e-05
B2-qMPS,5.759587,5.235988,2.4888312788274454e-05
B2-qMPS,6.021386,5.235988,3.047838890133304e-05
B2-qMPS,6.283185,5.235988,3.3593487146044635e-05
B2-qMPS,0.0,5.497787,4.394257797123125e-05
B2-qMPS,0.261799,5.497787,4.373411637619204e-05
B2-qMPS,0.523599,5.497787,3.9587893112977304e-05
B2-qMPS,0.785398,5.497787,3.2341465130086595e-05
B2-qMPS,1.047198,5.497787,2.342169663691946e-05
B2-qMPS,1.308997,5.497787,1.4497515463496848e-05
B2-qMPS,1.570796,5.497787,7.081868123533322e-06
B2-qMPS,1.832596,5.497787,2.1861803910641556e-06
B2-qMPS,2.094395,5.497787,1.1583149154582928e-07
B2-qMPS,2.356194,5.497787,4.5691359600171185e-07
B2-qMPS,2.617994,5.497787,2.2531504050164323e-06
B2-qMPS,2.879793,5.497787,4.321071000659162e-06
B2-qMPS,3.141593,5.497787,5.614971697079854e-06
B2-qMPS,3.403392,5.497787,5.540613637336487e-06
B2-qMPS,3.665191,5.497787,4.131318003324869e-06
B2-qMPS,3.926991,5.497787,2.03812464859509e-06
B2-qMPS,4.18879,5.497787,3.367133587688752e-07
B2-qMPS,4.45059,5.497787,2.0409284935167528e-07
B2-qMPS,4.712389,5.497787,2.554079303550799e-06
B2-qMPS,4.974188,5.497787,7.732586690801457e-06
B2-qMPS,5.235988,5.497787,1.5358454487545598e-05
B2-qMPS,5.497787,5.497787,2.4356993720713252e-05
B2-qMPS,5.759587,5.497787,3.3181936694688115e-05
B2-qMPS,6.021386,5.497787,4.017081778188634e-05
B2-qMPS,6.283185,5.497787,4.3942577971230656e-05
B2-qMPS,0.0,5.759587,5.1580949273679964e-05
B2-qMPS,0.261799,5.759587,5.1281123458372776e-05
B2-qMPS,0.523599,5.759587,4.657604794161045e-05
B2-qMPS,0.785398,5.759587,3.8386158317364225e-05
B2-qMPS,1.047198,5.759587,2.8269691731001604e-05
B2-qMPS,1.308997,5.759587,1.8048517005972353e-05
B2-qMPS,1.570796,5.759587,9.380538675072213e-06
B2-qMPS,1.832596,5.759587,3.389121007876293e-06
B2-qMPS,2.094395,5.759587,4.4380788178186715e-07
B2-qMPS,2.356194,5.759587,1.4552504596607917e-07
B2-qMPS,2.617994,5.759587,1.5144902808449723e-06
B2-qMPS,2.879793,5.759587,3.3249625241411258e-06
B2-qMPS,3.141593,5.759587,4.4922127178474525e-06
B2-qMPS,3.403392,5.759587,4.404038819399715e-06
B2-qMPS,3.665191,5.759587,3.1052110695983497e-06
B2-qMPS,3.926991,5.759587,1.284034906184966e-06
B2-qMPS,4.18879,5.759587,6.473017696870083e-08
B2-qMPS,4.45059,5.759587,6.628388280922587e-07
B2-qMPS,4.712389,5.759587,3.99894910997507e-06
B2-qMPS,4.974188,5.759587,1.0378366490926541e-05
B2-qMPS,5.235988,5.759587,1.9327582883583468e-05
B2-qMPS,5.497787,5.759587,2.963693150706025e-05
B2-qMPS,5.759587,5.759587,3.960373758776116e-05
B2-qMPS,6.021386,5.759587,4.741633141837085e-05
B2-qMPS,6.283185,5.759587,5.158094927368133e-05
B2-qMPS,0.0,6.021386,5.501933981111741e-05
B2-qMPS,0.261799,6.021386,5.4793102458769003e-05
B2-qMPS,0.523599,6.021386,5.0159633455219863e-05
B2-qMPS,0.785398,6.021386,4.1985645016920076e-05
B2-qMPS,1.047198,6.021386,3.175513758520534e-05
B2-qMPS,1.308997,6.021386,2.1219890366212532e-05
B2-qMPS,1.570796,6.021386,1.199750472952843e-05
B2-qMPS,1.832596,6.021386,5.220109085921636e-06
B2-qMPS,2.094395,6.021386,1.3222567928436319e-06
B2-qMPS,2.356194,6.021386,1.8631081524490106e-08
B2-qMPS,2.617994,6.021386,4.7111525243164633e-07
B2-qMPS,2.879793,6.021386,1.5942862257054482e-06
B2-qMPS,3.141593,6.021386,2.411960073712044e-06
B2-qMPS,3.403392,6.021386,2.364775604640319e-06
B2-qMPS,3.665191,6.021386,1.4832633175631182e-06
B2-qMPS,3.926991,6.021386,3.784457791165916e-07
B2-qMPS,4.18879,6.021386,5.2571116163375614e-08
B2-qMPS,4.45059,6.021386,1.5824341798281306e-06
B2-qMPS,4.712389,6.021386,5.763419012473534e-06
B2-qMPS,4.974188,6.021386,1.2814236477498524e-05
B2-qMPS,5.235988,6.021386,2.2227070061206666e-05
B2-qMPS,5.497787,6.021386,3.280950174927068e-05
B2-qMPS,5.759587,6.021386,4.2913399673032504e-05
B2-qMPS,6.021386,6.021386,5.079561285508383e-05
B2-qMPS,6.283185,6.021386,5.50193398111183e-05
B2-qMPS,0.0,6.283185,5.357380929717072e-05
B2-qMPS,0.261799,6.283185,5.358533410266435e-05
B2-qMPS,0.523599,6.283185,4.966551206104263e-05
B2-qMPS,0.785398,6.283185,4.250431333176325e-05
B2-qMPS,1.047198,6.283185,3.332340635848587e-05
B2-qMPS,1.308997,6.283185,2.359632370953063e-05
B2-qMPS,1.570796,6.283185,1.4720857473328085e-05
B2-qMPS,1.832596,6.283185,7.726884171602102e-06
B2-qMPS,2.094395,6.283185,3.092294422749872e-06
B2-qMPS,2.356194,6.283185,7.100870939990652e-07
B2-qMPS,2.617994,6.283185,8.961093323078112e-09
B2-qMPS,2.879793,6.283185,1.8882806874342278e-07
B2-qMPS,3.141593,6.283185,5.025229024589037e-07
B2-qMPS,3.403392,6.283185,5.036396448324008e-07
B2-qMPS,3.665191,6.283185,1.908392957436976e-07
B2-qMPS,3.926991,6.283185,8.279447190543929e-09
B2-qMPS,4.18879,6.283185,7.020458358549966e-07
B2-qMPS,4.45059,6.283185,3.07272835911174e-06
B2-qMPS,4.712389,6.283185,7.693676401409683e-06
B2-qMPS,4.974188,6.283185,1.467500815526801e-05
B2-qMPS,5.235988,6.283185,2.3542220294830798e-05
B2-qMPS,5.497787,6.283185,3.326818620141284e-05
B2-qMPS,5.759587,6.283185,4.245645278670369e-05
B2-qMPS,6.021386,6.283185,4.9632985936983194e-05
B2-qMPS,6.283185,6.283185,5.357380929717031e-05
B3-Layer,0.0,0.0,0.2457841850466976
B3-Layer,0.261799,0.0,0.23105196327081556
B3-Layer,0.523599,0.0,0.22845948207551767
B3-Layer,0.785398,0.0,0.2374469354256279
B3-Layer,1.047198,0.0,0.25461912865523934
B3-Layer,1.308997,0.0,0.2747224814958581
B3-Layer,1.570796,0.0,0.29209717417178044
B3-Layer,1.832596,0.0,0.30221230575625085
B3-Layer,2.094395,0.0,0.30287145181842046
B3-Layer,2.356194,0.0,0.29476617198780214
B3-Layer,2.617994,0.0,0.2812315422628087
B3-Layer,2.879793,0.0,0.2672732489704532
B3-Layer,3.141593,0.0,0.2581323362334163
B3-Layer,3.403392,0.0,0.2577785864825828
B3-Layer,3.665191,0.0,0.2677432021082852
B3-Layer,3.926991,0.0,0.2866106316785791
B3-Layer,4.18879,0.0,0.31031237647558507
B3-Layer,4.45059,0.0,0.33314987808208607
B3-Layer,4.712389,0.0,0.34927698900237697
B3-Layer,4.974188,0.0,0.35424782894462276
B3-Layer,5.235988,0.0,0.3462165484520481
B3-Layer,5.497787,0.0,0.3264669453622627
B3-Layer,5.759587,0.0,0.29912763706063794
B3-Layer,6.021386,0.0,0.27014507590587405
B3-Layer,6.283185,0.0,0.24578418504669763
B3-Layer,0.0,0.261799,0.2448674494115938
B3-Layer,0.261799,0.261799,0.23087557660067404
B3-Layer,0.523599,0.261799,0.22887056861663868
B3-Layer,0.785398,0.261799,0.23813520645177844
B3-Layer,1.047198,0.261799,0.2552000240812686
B3-Layer,1.308997,0.261799,0.2748402124419547
B3-Layer,1.570796,0.261799,0.2915200563064933
B3-Layer,1.832596,0.261799,0.3008948389260005
B3-Layer,2.094395,0.261799,0.300966511776908
B3-Layer,2.356194,0.261799,0.2925840474612597
B3-Layer,2.617994,0.261799,0.2791567933363878
B3-Layer,2.879793,0.261799,0.26566166452396545
B3-Layer,3.141593,0.261799,0.25721560059831217
B3-Layer,3.403392,0.261799,0.25760219981244153
B3-Layer,3.665191,0.261799,0.2681542886494062
B3-Layer,3.926991,0.261799,0.2872989027047299
B3-Layer,4.18879,0.261799,0.3108932719016148
B3-Layer,4.45059,0.261799,0.3332676090281827
B3-Layer,4.712389,0.261799,0.34869987113708983
B3-Layer,4.974188,0.261799,0.3529303621143727
B3-Layer,5.235988,0.261799,0.3443116084105357
B3-Layer,5.497787,0.261799,0.3242848208357205
B3-Layer,5.759587,0.261799,0.2970528881342172
B3-Layer,6.021386,0.261799,0.2685334914593861
B3-Layer,6.283185,0.261799,0.24486744941159377
B3-Layer,0.0,0.523599,0.24246489043506136
B3-Layer,0.261799,0.523599,0.2305946067364357
B3-Layer,0.523599,0.523599,0.2302396851822384
B3-Layer,0.785398,0.523599,0.24024076743844444
B3-Layer,1.047198,0.523599,0.25693105779233355
B3-Layer,1.308997,0.523599,0.2751861014617922
B3-Layer,1.570796,0.523599,0.2898413316208916
B3-Layer,1.832596,0.523599,0.29709452512810547
B3-Layer,2.094395,0.523599,0.29551611154917456
B3-Layer,2.356194,0.523599,0.2863972028124603
B3-Layer,2.617994,0.523599,0.2733444759631893
B3-Layer,2.879793,0.523599,0.2612344918419942
B3-Layer,3.141593,0.523599,0.2548130416217803
B3-Layer,3.403392,0.523599,0.25732122994820283
B3-Layer,3.665191,0.523599,0.2695234052150059
B3-Layer,3.926991,0.523599,0.2894044636913956
B3-Layer,4.18879,0.523599,0.3126243056126795
B3-Layer,4.45059,0.523599,0.3336134980480201
B3-Layer,4.712389,0.523599,0.34702114645148785
B3-Layer,4.974188,0.523599,0.3491300483164775
B3-Layer,5.235988,0.523599,0.33886120818280246
B3-Layer,5.497787,0.523599,0.3180979761869213
B3-Layer,5.759587,0.523599,0.2912405707610184
B3-Layer,6.021386,0.523599,0.26410631877741503
B3-Layer,6.283185,0.523599,0.24246489043506148
B3-Layer,0.0,0.785398,0.2395193481526635
B3-Layer,0.261799,0.785398,0.23087342889167842
B3-Layer,0.523599,0.785398,0.2329212348535974
B3-Layer,0.785398,0.785398,0.2438595988068191
B3-Layer,1.047198,0.785398,0.25977058116482826
B3-Layer,1.308997,0.785398,0.27573854209366144
B3-Layer,1.570796,0.785398,0.28721173674076456
B3-Layer,1.832596,0.785398,0.29124056581033747
B3-Layer,2.094395,0.785398,0.2872594247152906
B3-Layer,2.356194,0.785398,0.2772032342815605
B3-Layer,2.617994,0.785398,0.2649298154281697
B3-Layer,2.879793,0.785398,0.25510691404759983
B3-Layer,3.141593,0.785398,0.251867499339382
B3-Layer,3.403392,0.785398,0.25760005210344583
B3-Layer,3.665191,0.785398,0.2722049548863649
B3-Layer,3.926991,0.785398,0.2930232950597706
B3-Layer,4.18879,0.785398,0.3154638289851745
B3-Layer,4.45059,0.785398,0.3341659386798896
B3-Layer,4.712389,0.785398,0.344391551571361
B3-Layer,4.974188,0.785398,0.34327608899870926
B3-Layer,5.235988,0.785398,0.3306045213489181
B3-Layer,5.497787,0.785398,0.3089040076560212
B3-Layer,5.759587,0.785398,0.2828259102259991
B3-Layer,6.021386,0.785398,0.25797874098302054
B3-Layer,6.283185,0.785398,0.23951934815266354
B3-Layer,0.0,1.047198,0.23729583992515893
B3-Layer,0.261799,1.047198,0.23257443906506226
B3-Layer,0.523599,1.047198,0.23734405237539866
B3-Layer,0.785398,1.047198,0.2490722065436053
B3-Layer,1.047198,1.047198,0.26362933833287133
B3-Layer,1.308997,1.047198,0.27646257107580113
B3-Layer,1.570796,1.047198,0.28386010780574433
B3-Layer,1.832596,1.047198,0.28396441847442866
B3-Layer,2.094395,1.047198,0.2772614700309645
B3-Layer,2.356194,1.047198,0.2664154893822494
B3-Layer,2.617994,1.047198,0.25549592109760155
B3-Layer,2.879793,1.047198,0.248807747902935
B3-Layer,3.141593,1.047198,0.24964399111187743
B3-Layer,3.403392,1.047198,0.25930106227682975
B3-Layer,3.665191,1.047198,0.2766277724081661
B3-Layer,3.926991,1.047198,0.29823590279655643
B3-Layer,4.18879,1.047198,0.31932258615321746
B3-Layer,4.45059,1.047198,0.33488996766202916
B3-Layer,4.712389,1.047198,0.3410399226363408
B3-Layer,4.974188,1.047198,0.3359999416628007
B3-Layer,5.235988,1.047198,0.32060656666459203
B3-Layer,5.497787,1.047198,0.2981162627567102
B3-Layer,5.759587,1.047198,0.2733920158954304
B3-Layer,6.021386,1.047198,0.2516795748383555
B3-Layer,6.283185,1.047198,0.23729583992515899
B3-Layer,0.0,1.308997,0.23701017768568425
B3-Layer,0.261799,1.308997,0.2364631134920867
B3-Layer,0.523599,1.308997,0.24381830796589807
B3-Layer,0.785398,1.308997,0.25585048340983724
B3-Layer,1.047198,1.308997,0.26834861433177853
B3-Layer,1.308997,1.308997,0.2773115316839418
B3-Layer,1.570796,1.308997,0.2800644863830849
B3-Layer,1.832596,1.308997,0.27599446038527037
B3-Layer,2.094395,1.308997,0.26670593077833127
B3-Layer,2.356194,1.308997,0.25555592885388384
B3-Layer,2.617994,1.308997,0.24669536143656043
B3-Layer,2.879793,1.308997,0.2438775036326609
B3-Layer,3.141593,1.308997,0.24935832887240283
B3-Layer,3.403392,1.308997,0.26318973670385426
B3-Layer,3.665191,1.308997,0.2831020279986654
B3-Layer,3.926991,1.308997,0.3050141796627888
B3-Layer,4.18879,1.308997,0.3240418621521248
B3-Layer,4.45059,1.308997,0.3357389282701697
B3-Layer,4.712389,1.308997,0.33724430121368193
B3-Layer,4.974188,1.308997,0.3280299835736425
B3-Layer,5.235988,1.308997,0.3100510274119587
B3-Layer,5.497787,1.308997,0.28725670222834465
B3-Layer,5.759587,1.308997,0.2645914562343896
B3-Layer,6.021386,1.308997,0.2467493305680816
B3-Layer,6.283185,1.308997,0.23701017768568425
B3-Layer,0.0,1.570796,0.23946093845550812
B3-Layer,0.261799,1.570796,0.2429196730185442
B3-Layer,0.523599,1.570796,0.2523504979184709
B3-Layer,0.785398,1.570796,0.26397197196154454
B3-Layer,1.047198,1.570796,0.2736831167643318
B3-Layer,1.308997,1.570796,0.27822953395899624
B3-Layer,1.570796,1.570796,0.27611987211286965
B3-Layer,1.832596,1.570796,0.26804404735842163
B3-Layer,2.094395,1.570796,0.256679887325367
B3-Layer,2.356194,1.570796,0.245940586801785
B3-Layer,2.617994,1.570796,0.23986700550361606
B3-Layer,2.879793,1.570796,0.2414656478572149
B3-Layer,3.141593,1.570796,0.25180908964222665
B3-Layer,3.403392,1.570796,0.2696462962303115
B3-Layer,3.665191,1.570796,0.29163421795123845
B3-Layer,3.926991,1.570796,0.3131356682144959
B3-Layer,4.18879,1.570796,0.32937636458467806
B3-Layer,4.45059,1.570796,0.3366569305452241
B3-Layer,4.712389,1.570796,0.3332996869434668
B3-Layer,4.974188,1.570796,0.32007957054679365
B3-Layer,5.235988,1.570796,0.30002498395899496
B3-Layer,5.497787,1.570796,0.2776413601762459
B3-Layer,5.759587,1.570796,0.2577631003014451
B3-Layer,6.021386,1.570796,0.24433747479263568
B3-Layer,6.283185,1.570796,0.23946093845550806
B3-Layer,0.0,1.832596,0.24476628084846577
B3-Layer,0.261799,1.832596,0.2517402834687834
B3-Layer,0.523599,1.832596,0.26252303939862104
B3-Layer,0.785398,1.832596,0.2729708586165469
B3-Layer,1.047198,1.832596,0.27929724260172
B3-Layer,1.308997,1.832596,0.27915473691395515
B3-Layer,1.570796,1.832596,0.27230838322030343
B3-Layer,1.832596,1.832596,0.26071729040857367
B3-Layer,2.094395,1.832596,0.24800119934560838
B3-Layer,2.356194,1.832596,0.23843555364717361
B3-Layer,2.617994,1.832596,0.23574673316661912
B3-Layer,2.879793,1.832596,0.24203429840264745
B3-Layer,3.141593,1.832596,0.2571144320351843
B3-Layer,3.403392,1.832596,0.278466906680551
B3-Layer,3.665191,1.832596,0.3018067594313885
B3-Layer,3.926991,1.832596,0.32213455486949844
B3-Layer,4.18879,1.832596,0.33499049042206624
B3-Layer,4.45059,1.832596,0.3375821335001831
B3-Layer,4.712389,1.832596,0.32948819805090007
B3-Layer,4.974188,1.832596,0.3127528135969458
B3-Layer,5.235988,1.832596,0.29134629597923606
B3-Layer,5.497787,1.832596,0.27013632702163465
B3-Layer,5.759587,1.832596,0.2536428279644483
B3-Layer,6.021386,1.832596,0.2449061253380684
B3-Layer,6.283185,1.832596,0.24476628084846572
B3-Layer,0.0,2.094395,0.2522794806377453
B3-Layer,0.261799,2.094395,0.2620876651312609
B3-Layer,0.523599,2.094395,0.27347881870473467
B3-Layer,0.785398,2.094395,0.2821462316794458
B3-Layer,1.047198,2.094395,0.28478046394962137
B3-Layer,1.308997,2.094395,0.2800233701454431
B3-Layer,1.570796,2.094395,0.268876467093158
B3-Layer,1.832596,2.094395,0.2544511924082301
B3-Layer,2.094395,2.094395,0.24112670370162845
B3-Layer,2.356194,2.094395,0.23334146424640864
B3-Layer,2.617994,2.094395,0.23434479548085166
B3-Layer,2.879793,2.094395,0.24524694883329323
B3-Layer,3.141593,2.094395,0.26462763182446347
B3-Layer,3.403392,2.094395,0.2888142883430284
B3-Layer,3.665191,2.094395,0.312762538737502
B3-Layer,3.926991,2.094395,0.33130992793239694
B3-Layer,4.18879,2.094395,0.34047371176996716
B3-Layer,4.45059,2.094395,0.3384507667316709
B3-Layer,4.712389,2.094395,0.3260562819237547
B3-Layer,4.974188,2.094395,0.3064867155966023
B3-Layer,5.235988,2.094395,0.28447180033525615
B3-Layer,5.497787,2.094395,0.2650422376208697
B3-Layer,5.759587,2.094395,0.25224089027868074
B3-Layer,6.021386,2.094395,0.24811877576871386
B3-Layer,6.283185,2.094395,0.25227948063774525
B3-Layer,0.0,2.356194,0.2607094160621286
B3-Layer,0.261799,2.356194,0.2726114334638798
B3-Layer,0.523599,2.356194,0.2840235114697271
B3-Layer,0.785398,2.356194,0.2906333337161936
B3-Layer,1.047198,2.356194,0.28968278987149293
B3-Layer,1.308997,2.356194,0.2807742724308346
B3-Layer,1.570796,2.356194,0.2660216688312996
B3-Layer,1.832596,2.356194,0.24950256123813605
B3-Layer,2.094395,2.356194,0.236157148099161
B3-Layer,2.356194,2.356194,0.23042949937218607
B3-Layer,2.617994,2.356194,0.2350176067215052
B3-Layer,2.879793,2.356194,0.25007118371042686
B3-Layer,3.141593,2.356194,0.2730575672488471
B3-Layer,3.403392,2.356194,0.29933805667564745
B3-Layer,3.665191,2.356194,0.32330723150249485
B3-Layer,3.926991,2.356194,0.3397970299691451
B3-Layer,4.18879,2.356194,0.3453760376918391
B3-Layer,4.45059,2.356194,0.33920166901706267
B3-Layer,4.712389,2.356194,0.3232014836618962
B3-Layer,4.974188,2.356194,0.30153808442650853
B3-Layer,5.235988,2.356194,0.2795022447327887
B3-Layer,5.497787,2.356194,0.26213027274664696
B3-Layer,5.759587,2.356194,0.2529137015193342
B3-Layer,6.021386,2.356194,0.25294301064584734
B3-Layer,6.283185,2.356194,0.26070941606212855
B3-Layer,0.0,2.617994,0.2684173174316184
B3-Layer,0.261799,2.617994,0.28171301377835767
B3-Layer,0.523599,2.617994,0.29282693638427754
B3-Layer,0.785398,2.617994,0.2975266593845302
B3-Layer,1.047198,2.617994,0.2935658819978159
B3-Layer,1.308997,2.617994,0.2813535863659557
B3-Layer,1.570796,2.617994,0.2638889046243349
B3-Layer,1.832596,2.617994,0.24597611808618317
B3-Layer,2.094395,2.617994,0.23292886034713564
B3-Layer,2.356194,2.617994,0.2291113108663745
B3-Layer,2.617994,2.617994,0.23670965175770695
B3-Layer,2.879793,2.617994,0.25506700693783063
B3-Layer,3.141593,2.617994,0.2807654686183367
B3-Layer,3.403392,2.617994,0.30843963699012517
B3-Layer,3.665191,2.617994,0.332110656417045
B3-Layer,3.926991,2.617994,0.3466903556374814
B3-Layer,4.18879,2.617994,0.34925912981816176
B3-Layer,4.45059,2.617994,0.33978098295218384
B3-Layer,4.712389,2.617994,0.3210687194549317
B3-Layer,4.974188,2.617994,0.29801164127455526
B3-Layer,5.235988,2.617994,0.2762739569807631
B3-Layer,5.497787,2.617994,0.26081208424083496
B3-Layer,5.759587,2.617994,0.2546057465555363
B3-Layer,6.021386,2.617994,0.2579388338732511
B3-Layer,6.283185,2.617994,0.26841731743161834
B3-Layer,0.0,2.879793,0.27381362048384017
B3-Layer,0.261799,2.879793,0.28789075114957197
B3-Layer,0.523599,2.879793,0.29867757666549155
B3-Layer,0.785398,2.879793,0.3020293165678629
B3-Layer,1.047198,2.879793,0.2960608610578747
B3-Layer,1.308997,2.879793,0.2817191480091409
B3-Layer,1.570796,2.879793,0.2625738852342467
B3-Layer,1.832596,2.879793,0.24387966437710262
B3-Layer,2.094395,2.879793,0.23115950372805547
B3-Layer,2.356194,2.879793,0.22868993734517548
B3-Layer,2.617994,2.879793,0.23829595635978187
B3-Layer,2.879793,2.879793,0.25878272895677895
B3-Layer,3.141593,2.879793,0.2861617716705588
B3-Layer,3.403392,2.879793,0.31461737436133924
B3-Layer,3.665191,2.879793,0.33796129669825864
B3-Layer,3.926991,2.879793,0.351193012820814
B3-Layer,4.18879,2.879793,0.35175410887822084
B3-Layer,4.45059,2.879793,0.34014654459536914
B3-Layer,4.712389,2.879793,0.319753700064843
B3-Layer,4.974188,2.879793,0.2959151875654748
B3-Layer,5.235988,2.879793,0.2745046003616833
B3-Layer,5.497787,2.879793,0.2603907107196362
B3-Layer,5.759587,2.879793,0.2561920511576113
B3-Layer,6.021386,2.879793,0.26165455589219966
B3-Layer,6.283185,2.879793,0.2738136204838401
B3-Layer,0.0,3.141593,0.27575146647187015
B3-Layer,0.261799,3.141593,0.2900784154032125
B3-Layer,0.523599,3.141593,0.3007290147341896
B3-Layer,0.785398,3.141593,0.30359498569730864
B3-Layer,1.047198,3.141593,0.296921379888739
B3-Layer,1.308997,3.141593,0.28184407963514174
B3-Layer,1.570796,3.141593,0.2621298927466081
B3-Layer,1.832596,3.141593,0.24318585362385334
B3-Layer,2.094395,3.141593,0.23060191915974848
B3-Layer,2.356194,3.141593,0.22861812171612084
B3-Layer,2.617994,3.141593,0.23892929102930913
B3-Layer,2.879793,3.141593,0.2601516508311697
B3-Layer,3.141593,3.141593,0.288099617658589
B3-Layer,3.403392,3.141593,0.3168050386149804
B3-Layer,3.665191,3.141593,0.3400127347669573
B3-Layer,3.926991,3.141593,0.35275868195026
B3-Layer,4.18879,3.141593,0.3526146277090847
B3-Layer,4.45059,3.141593,0.3402714762213699
B3-Layer,4.712389,3.141593,0.3193097075772047
B3-Layer,4.974188,3.141593,0.29522137681222554
B3-Layer,5.235988,3.141593,0.27394701579337616
B3-Layer,5.497787,3.141593,0.26031889509058165
B3-Layer,5.759587,3.141593,0.25682538582713815
B3-Layer,6.021386,3.141593,0.2630234777665903
B3-Layer,6.283185,3.141593,0.27575146647187015
B3-Layer,0.0,3.403392,0.2738136204838403
B3-Layer,0.261799,3.403392,0.2878907511495721
B3-Layer,0.523599,3.403392,0.2986775766654914
B3-Layer,0.785398,3.403392,0.30202931656786286
B3-Layer,1.047198,3.403392,0.2960608610578747
B3-Layer,1.308997,3.403392,0.28171914800914094
B3-Layer,1.570796,3.403392,0.2625738852342466
B3-Layer,1.832596,3.403392,0.24387966437710276
B3-Layer,2.094395,3.403392,0.23115950372805552
B3-Layer,2.356194,3.403392,0.22868993734517554
B3-Layer,2.617994,3.403392,0.23829595635978176
B3-Layer,2.879793,3.403392,0.2587827289567791
B3-Layer,3.141593,3.403392,0.2861617716705586
B3-Layer,3.403392,3.403392,0.3146173743613393
B3-Layer,3.665191,3.403392,0.3379612966982592
B3-Layer,3.926991,3.403392,0.35119301282081433
B3-Layer,4.18879,3.403392,0.3517541088782208
B3-Layer,4.45059,3.403392,0.340146544595369
B3-Layer,4.712389,3.403392,0.3197537000648435
B3-Layer,4.974188,3.403392,0.2959151875654749
B3-Layer,5.235988,3.403392,0.27450460036168317
B3-Layer,5.497787,3.403392,0.2603907107196362
B3-Layer,5.759587,3.403392,0.25619205115761096
B3-Layer,6.021386,3.403392,0.2616545558921997
B3-Layer,6.283185,3.403392,0.2738136204838404
B3-Layer,0.0,3.665191,0.2684173174316184
B3-Layer,0.261799,3.665191,0.2817130137783575
B3-Layer,0.523599,3.665191,0.29282693638427765
B3-Layer,0.785398,3.665191,0.2975266593845301
