model,init_strategy,seed,gradient
Glob96,normal,1,0.0005698217233249592
Glob96,normal,2,0.0007348223842131405
Glob96,normal,3,0.0005396617627659343
Glob96,normal,4,-0.001548359270011006
Glob96,normal,5,-0.00029008261641935484
Glob96,normal,6,6.034172172811299e-05
Glob96,normal,7,0.00015144225745410822
Glob96,normal,8,-8.891836146069173e-05
Glob96,normal,9,-0.00034647357508419974
Glob96,normal,10,6.553353555348669e-05
Glob96,normal,11,0.0007072576849890879
Glob96,normal,12,-0.00011246703096789702
Glob96,normal,13,-9.57994875406059e-06
Glob96,normal,14,-9.372009080179178e-05
Glob96,normal,15,-0.00011033948501082783
Glob96,normal,16,-0.00011312274795675898
Glob96,normal,17,-7.386942991364545e-05
Glob96,normal,18,8.529613668418145e-05
Glob96,normal,19,-0.00021115782237358065
Glob96,normal,20,-0.00042439117931625063
Glob96,normal,21,0.0001560246622772614
Glob96,normal,22,-0.0006603034491369984
Glob96,normal,23,-9.34982916860303e-06
Glob96,normal,24,0.00010384397069066492
